,example_id,sentence
2902,2902,We all had a difficult time deciding what we were going to get b/c there were just so many food combinations that sounded great.
2903,2903,The decor was confusing though.
2904,2904,Ask for a seat outside it it isn't too warm a day.
2905,2905,it 's a glorious groove that leaves you wanting more .
2906,2906,i write my experience.
2907,2907,"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt ."
2908,2908,"The food was great,its very relaxing. It did take a while to get food. I would like to have had the bread much sooner. It was overall good."
2909,2909,"Becco was great! The tables were a little close, but that was better than having less tables and waiting longer. Highly recommend the pasta special and the gnocchis were the best I've ever had!"
2910,2910,"All in all, we had a pleasant meal here. incredible"
2911,2911,"Wonderful food, wonderful service, would not hesitate to go back"
2912,2912,Entrees are too much.
2913,2913,the service is good
2914,2914,Martinis were warm and watery.
2915,2915,"Each time, something not happened  where the dress wasn't ready."
2916,2916,The store bought cake was coated in a waxy tasting layer of chocolate and marshmallow.
2917,2917,Planning a wedding and then trying to take care of all the details the day of is overwhelming.
2918,2918,"We made a reservation on Open Table ahead of time, but it wasn't too busy at 6 p.m. on a Sunday."
2919,2919,"The margarita was served 'long drink' fashion, an FYI for the purists out there. we enjoyed it"
2920,2920,I arrived with a photo of the type of color I wanted.
2921,2921,This place doesn't even deserve a review.
2922,2922,"you would n't call the good girl a date movie -lrb- an anti-date movie is more like it -rrb- , but when it 's good , it 's good and horrid ."
2923,2923,The bar area is too loud and obnoxious.
2924,2924,"Basically pleased, chef had a little attitude when I asked for my entree to be warmed it was very cold. Thank-You."
2925,2925,brimful .
2926,2926,We had a meal. The truffle macaroni & cheese is a wonderful accent.
2927,2927,One piece of the pizza seemed to fill up just a mouse while they advertised that one slice would fill up a family.
2928,2928,Unfortunately for me it was a bad alternator.
2929,2929,"like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest ."
2930,2930,It was very dead inside. Not many people on a saturday night. Old and stuffy. The food was pretty good.
2931,2931,Our experience was disappointing from the beginning. The server was inattentive and smug when present. She almost hit my wife in the nose with a plate while clearing the table. Won't be going back.
2932,2932,I highly recommend Cutting Edge for your window tinting needs if you love being treated like you are expendable.
2933,2933,I would recommend using Priceline when booking your hotel.
2934,2934,We were in the back room and thought it was really loud.
2935,2935,So I have gone here several times for drinks with friends and occasionally have ordered food that was pretty tasty.
2936,2936,I didn't mind if my meat patty was 1/2 the size in the end. I was happy wither way.
2937,2937,To be honest-I started at three for this position and now I'm reflecting back-I'm going to lower it to two!
2938,2938,I understand that there is a mark up in wine at restaurant's but for those who know pricing 3 and 4 times regular price is not cool.
2939,2939,To take out tender up on his drink idea we follow the shows and we were right back at hussongs.
2940,2940,Was not happy. Ordered fried clams Ipswhich. Were over cooked. Not very good. Don't think we will be going back so fast.
2941,2941,It was wonderful--the best steak we ever had.
2942,2942,"Great Service, but some of the Worst Italian Food that I have ever had."
2943,2943,"Will come back whenever I need a burrito fix and my stomach pumped, aka never."
2944,2944,"They do not really do custom tailoring, much more into alterations."
2945,2945,"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor 's whiny jags to pump it up , this has to be among the rare ones ."
2946,2946,The regular items were a bit pricey. WE like cheap.
2947,2947,The entertainment could start a little later in the evening or could be toned down a bit.
2948,2948,Don't even think of coming to this place if your stomach isn't empty so you can eat and eat.
2949,2949,Perfect pre-theater dinner -- more imaginative than its competitors and better wine list.
2950,2950,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs ."
2951,2951,Another great Francesca restaurant!
2952,2952,kinnear gives a tremendous performance .
2953,2953,Usually go to Tina's across the street but I definitely wanted to try out this spot!
2954,2954,"I needed to get away to a different part of town for a couple of days, so I put the GPS on hotels and hunted around for this place, and get away I did."
2955,2955,Yesterdays nurse and doc were fast and friendly but did not waste our time.
2956,2956,The food and service was fantastic. The ambiance was great and prices are very reasonable.
2957,2957,new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .
2958,2958,I had a mishap filling a small hand truck tire with air compressor and the tire exploded.
2959,2959,"As always, we had a great night here. The food, atmosphere, wine was all great. We can't wait to go back."
2960,2960,"when perry fists a bull at the moore farm , it 's only a matter of time before he gets the upper hand in matters of the heart ."
2961,2961,"he even told us don't drink too much of the soup since it's not homemade soup, and that there's msg in it obviously."
2962,2962,Big boo on that...I needed those extra 30 minutes! It sucked.
2963,2963,We were not in a rush and we were not hurried through dinner.
2964,2964,"Food was not that tasty but the food presentation was great. Taste is more important to me. Service was very good, very attenative"
2965,2965,"I hate to end with this, but I would not recommend the bread pudding."
2966,2966,it becomes gimmicky instead of compelling .
2967,2967,The food was served too fast and the bread was too soft!
2968,2968,"guaranteed to move anyone who ever shook , rattled , or rolled ."
2969,2969,"The food was fantastic; however, the noise level was unbearable. I had to shout so my dinner partner could hear me. We skipped dessert because we couldn't bear another moment of the noise level."
2970,2970,Great coffee.
2971,2971,Would I go back?
2972,2972,Be sure to bring your camera.
2973,2973,My favorite part of dinner was the soup.
2974,2974,"Having guests from DC, who'd been sightseeing and were quite ravenous made the ordeal a bit unbearable and hopefully, Mr. Douglas' folks can change their booking system."
